[-1441,-2228,8],1
-1104,-640,12,1
1918,-441,7,1
2202,1512,7,1
-1160,-1369,11,1
1468,-594,8,1
-533,-2002,12,2
-1924,-2262,12,2
-824,-1835,9,1
-2107,702,8,2
482,-2060,10,2
730,-364,10,1
-1084,1374,12,2
1015,-2136,7,1
1601,-2131,11,2
227,1848,7,1
-1727,-1237,8,1
-2178,606,8,2
490,-1635,7,1
1963,1974,11,2
-2657,-415,10,1
-192,-1333,9,1
-640,-1054,11,2
-254,-1804,7,1
-2333,1773,9,2
-2053,155,11,2
-834,-2645,9,2
-394,874,7,1
-1669,-1550,12,1
2172,-520,12,2
1750,2406,8,2
621,392,12,2
-60,1708,9,1
-2310,1133,8,2
2806,572,9,2
-1279,521,8,1
896,1107,9,2
1488,652,12,2
714,2207,9,2
1505,1441,10,2
1320,429,12,2
2777,123,8,1
1756,-826,7,1
-682,-2177,10,1
-2184,1308,7,2
-856,-868,9,1
-2375,1181,11,2
-671,845,11,2
-37,2100,12,1
2176,1221,7,1
-447,268,12,2
31,-448,9,1
622,2534,10,1
1526,-1787,12,2
674,2040,11,2
312,2932,7,2
2038,1866,10,2
-2400,1404,8,1
-344,-2542,7,1
1934,-1748,12,2
1127,-1186,10,1
509,1780,11,2
589,1450,10,1
1468,-594,11,1
-665,-2313,8,1
1288,-46,12,2
-227,2265,9,1
-1510,-1943,12,2
2250,-214,12,2
621,-2578,11,2
-2386,-1718,7,1
9,1460,11,1
-270,-370,9,1
1883,2066,7,1
-1608,-1566,9,1
2896,-540,10,2
-2057,836,11,2
6,260,8,1
-1929,2219,10,2
2650,636,8,2
-1726,-1711,7,1
-577,-2172,7,2
439,2234,10,1
-649,-2372,9,1
1238,-178,10,2
-838,1140,12,2
-729,1270,8,1
2304,-205,11,2
-2057,318,11,2
1398,-815,8,1
1910,1163,7,1
905,1119,8,1
-809,683,12,2
-1148,515,8,2
-2253,850,8,2
-499,1658,9,1
467,-2090,8,1
2777,123,11,2
-2208,226,11,2
2471,1543,9,2
1803,-1231,7,1
-665,-2313,8,1
-440,2884,7,1
-208,-1711,10,2
372,2487,8,1
-615,-2733,12,2
409,1966,12,1
-829,1322,11,1
-141,-2437,7,1
-1104,-640,11,2
1864,849,12,2
2732,297,10,2
-577,-2172,10,2
2392,242,7,1
-1531,-279,11,2
2042,1662,7,1
-636,-2398,10,2
-219,-1185,11,2
809,619,12,2
1601,-2131,11,2
-1106,137,10,2
166,-673,12,2
2424,210,12,2
-2288,1837,12,2
-2209,52,8,1
-507,1035,9,1
-1737,-1598,8,1
-1137,-44,10,1
-1246,-201,11,2
-1003,806,9,2
2711,-530,9,1
-352,-2051,9,2
-1115,1820,8,1
-2045,-1855,11,2
-1641,-481,11,1
2089,-1752,11,2
2959,-4,7,1
-2394,703,8,1
-1245,1417,7,1
1174,1042,11,2
983,-1428,10,1
1158,1988,11,2
952,868,12,2
-425,2321,8,1
-629,-313,12,2
-227,2105,7,1
-319,-1267,7,1
2758,719,12,2
-12,-1668,8,1
-1857,-980,12,1
2305,-1780,12,2
-353,2138,12,1
-2979,346,12,2
-2785,-44,9,2
273,-1002,7,1
-2642,-1366,12,2
-1464,1247,10,1
-583,-226,11,1
1158,1539,8,1
-229,2561,8,2
2417,-1134,9,1
-2622,-995,7,1
-227,2105,11,1
531,-98,7,2
943,-1249,11,1
-954,-2383,9,1
1751,1969,8,2
1069,-656,7,1
923,290,8,1
-119,-554,8,1
900,2291,11,1
-1209,-1095,9,1
966,804,12,2
1910,1163,8,1
1468,-594,12,1
-385,-171,9,2
-2009,-970,10,1
-1464,1247,12,2
603,-2366,7,2
-895,947,9,1
-1152,2540,10,1
-1466,2442,12,2
-1279,521,12,2
-1298,2124,7,1
-2057,836,9,2
1316,2465,11,2
-500,-1136,12,2
2062,-1927,9,1
-1410,-574,9,1
-112,2036,7,1
966,-735,10,1
-1178,-1366,11,1
312,2932,7,2
54,-683,12,2
11,-2059,11,2
24,1771,10,1
354,1709,7,2
1021,-2160,12,2
2250,-214,9,1
-1429,444,8,1
-828,-1915,9,2
-1641,-481,12,2
276,602,7,1
851,-2644,8,1
-1041,-751,12,2
-1793,583,9,2
-470,-1524,10,2
671,-2859,7,1
-2241,112,10,2
1953,-1867,10,2
164,1130,9,1
114,1362,8,1
47,636,10,1
1824,280,10,2
-1507,-1896,10,2
586,-2342,7,2
567,-1558,7,1
-2071,780,8,2
2318,344,11,2
-1512,-2589,11,2
2548,-1575,8,1
-1208,-1560,8,1
1204,1863,8,2
-1084,1374,8,2
-1384,-1579,7,1
956,-994,12,2
2473,104,12,2
1139,1931,9,2
-1593,2063,10,2
638,2001,11,1
-221,-2105,10,2
1598,1415,9,2
-2102,-1748,11,2
-135,-459,9,1
221,1140,12,2
31,-448,10,2
-2830,-340,7,1
-771,629,8,2
-309,2524,8,2
-912,66,8,1
567,-1558,9,1
456,-2740,11,2
1334,-941,12,1
-224,715,8,1
-425,2321,12,2
1226,-1979,12,2
-309,2524,7,1
1135,495,10,1
-1652,104,9,1
2207,169,11,2
658,1412,9,1
-66,-1051,10,2
372,2487,8,1
-1982,839,11,2
2835,633,7,1
1697,313,12,2
2674,256,8,2
2711,-578,8,2
-729,1270,8,1
-1093,-2173,11,2
-615,-2733,8,2
-1531,-279,9,1
-710,1883,12,2
-2027,-1946,11,2
-719,789,12,2
2265,511,12,2
-1561,-1942,8,2
-941,-1112,12,1
1015,-2136,8,1
-2087,-596,10,1
-1876,-907,8,1
-1246,-201,7,1
-110,-2602,11,2
1112,63,11,2
-884,-212,7,1
-1152,2540,8,1
-716,692,11,2
-13,-2674,9,2
354,1709,10,1
-2420,1211,7,1
-121,662,9,1
-173,521,7,1
-2743,-294,7,2
-920,764,11,2
-272,-1623,9,1
-2120,530,12,2
672,-35,10,1
85,2271,9,1
2371,-281,11,2
-2474,398,10,2
1618,1747,9,2
-1371,-1748,7,1
-1507,-1896,9,1
675,-1852,10,2
1601,-2036,12,2
-12,-1668,10,2
1795,570,9,1
-607,2713,12,2
-150,345,8,1
2472,-99,9,2
-114,-1206,11,2
2956,477,12,2
-829,1322,7,1
1910,1163,12,2
133,2076,11,1
-231,-2828,8,2
551,-33,10,1
-809,683,8,1
-27,-481,11,2
2711,-578,9,2
1764,23,7,1
2614,1312,10,1
32,-90,9,1
1282,-409,9,1
-1996,-1889,11,1
-1734,-1061,10,1
1672,609,8,1
-737,399,12,2
-1935,1557,11,2
-2541,-597,12,2
-1537,1158,7,2
-718,1703,7,1
2120,-520,11,2
0,-34,9,1
-762,-1981,9,2
113,-723,7,1
716,39,11,2
1892,86,8,1
-1077,1403,9,1
-1137,-2260,12,2
1821,512,7,1
40,1542,9,1
-2333,1773,11,2
-1125,2523,11,2
-318,1732,7,2
434,2385,7,2
1127,-1186,11,1
1153,149,7,2
-719,789,7,1
-1356,-1918,12,2
-209,-1490,10,2
852,-2842,8,2
-1007,569,8,2
2102,744,9,2
-170,1813,9,1
1821,512,10,2
-386,-1020,8,1
-1924,-2262,11,2
-577,-2172,12,2
-464,1578,7,1
1154,-467,9,1
-1160,-1369,12,1
2230,43,10,2
2341,-1754,9,2
876,-1610,10,2
-1507,-1896,10,1
-2796,-747,12,2
921,608,9,2
32,-90,12,2
523,699,7,1
622,2534,9,2
-390,-2189,11,2
-1441,-2228,9,1
1710,-1019,7,1
680,1205,10,2
47,636,8,1
-2071,780,8,2
-2790,-445,11,2
1461,-1159,10,1
-183,1945,10,1
-2446,1309,7,1
1726,2156,7,2
194,432,11,2
2507,-853,11,2
920,2175,11,2
2833,-337,12,2
-1431,-1228,11,1
-2208,-60,7,2
354,1709,8,1
-2071,780,7,2
-499,1658,9,1
2424,210,12,2
-824,-1835,12,2
1464,436,8,2
1021,-2160,10,2
2744,-737,10,2
1058,-639,8,1
-1523,-762,7,1
603,-2366,8,2
1674,412,12,2
-2434,1363,9,2
-490,652,11,1
152,126,8,1
-2177,634,9,2
1346,-585,12,1
-1445,-1695,8,1
1282,1995,7,1
-1046,-1966,9,2
1994,-2188,10,2
-734,-2639,12,2
1204,1863,9,2
2777,123,10,2
-2045,-1855,10,2
-2643,365,10,2
266,407,9,1
-768,-1653,11,2
-1880,2146,7,1
-710,1883,10,2
-1683,-299,7,1
-2540,-117,12,2
-813,2749,9,1
-671,845,10,2
-460,1222,7,1
-1962,448,8,1
2215,-1443,10,1
-828,-1915,11,2
1002,1548,8,1
-2642,-1366,9,2
-1999,365,9,2
-535,326,10,1
58,-923,11,2
2406,-1418,8,1
1477,-1706,7,1
-1769,-270,9,1
-300,2488,7,2
114,1362,7,1
22,828,12,2
-390,-2189,8,1
261,2873,9,2
-665,-2313,12,2
-1027,1647,11,1
262,1448,8,1
-2480,901,9,2
-385,-171,9,1
1076,1777,9,2
-1201,2608,8,2
-1880,2146,7,1
-1962,448,11,2
2720,970,12,2
816,2571,10,1
-1687,-766,11,1
-2116,1016,9,1
-1577,1521,12,2
2104,-429,11,2
646,-2281,12,2
-768,-1653,11,2
754,2088,12,2
-2107,702,9,2
1823,-348,11,2
-500,-1136,8,2
1021,-2160,9,1
2641,-509,11,2
264,-311,8,1
475,2655,12,2
1552,2422,7,2
-431,-2532,11,2
-2746,-975,12,2
-2386,-1718,7,1
2224,-1574,10,1
-622,-543,8,1
1887,559,11,2
1154,-467,11,1
1451,90,9,1
-967,-1692,12,2
-547,-2763,9,2
-1234,-1776,8,2
-69,-1280,8,2
439,716,12,2
-1125,2523,7,1
1346,-585,7,1
-1259,2369,8,1
375,1636,7,1
-2288,1837,9,2
-607,2713,7,1
-737,399,10,1
1795,1492,8,1
2422,473,9,2
2845,-272,9,2
-270,-370,12,2
-2847,766,7,2
2586,-382,7,1
603,-2366,11,2
-114,1472,10,1
-1903,-834,8,1
-227,2105,10,2
-834,1395,11,2
-1908,806,11,2
-789,2242,8,2
2117,-1644,7,1
-1867,-1765,11,2
1821,512,8,1
2282,-62,10,1
-1319,-2438,12,2
567,-1558,7,1
-1828,-1098,11,1
-948,-1392,12,1
-2057,318,11,2
-640,-1054,8,1
1602,-1406,7,1
-2393,686,8,2
2287,-1791,11,2
619,1519,7,1
-1423,-416,10,1
2719,462,12,2
1451,90,12,2
-1064,-1638,8,1
2907,585,10,2
1519,-1937,8,1
-474,-2628,9,2
2743,-525,12,2
-268,-1005,7,1
1098,1577,11,2
1997,-1187,10,1
-235,1617,11,1
-1792,1882,8,1
-492,2439,12,2
-1263,-94,11,1
-2063,1620,10,2
1569,-5,7,1
1824,280,7,2
-1714,-1036,10,1
2196,469,12,2
-2664,-156,11,2
2215,-1443,7,1
846,-829,9,1
285,-2520,10,2
-2394,703,9,2
-490,652,10,2
-1215,809,8,1
-1737,-1598,10,2
-740,-1446,10,2
-66,-1051,8,1
-1204,-1867,8,2
-416,286,10,2
1409,1473,9,2
469,367,11,2
385,-2556,9,2
-1828,-1098,10,1
790,1754,8,1
-2045,-1855,9,1
1515,-1816,9,1
896,1107,9,1
-1215,809,10,2
-2534,20,11,2
2674,256,12,2
-2009,1636,12,2
2206,766,11,2
2241,1815,12,2
2287,-1791,8,1
841,622,11,2
913,-2066,7,2
1751,1969,12,2
85,2271,12,1
1288,-46,7,1
978,-2763,9,1
-1714,-1036,12,1
-1523,-762,8,1
57,-223,8,1
528,-1808,7,1
-36,-2279,8,2
-1697,888,8,1
-671,845,12,1
-1523,-762,7,1
-406,2134,11,2
1002,-943,8,1
2337,622,11,2
1297,1888,11,2
-556,2234,11,2
-2504,261,8,1
24,1771,7,1
-104,2450,11,2
2492,468,8,1
-345,1002,11,2
-1284,2490,8,2
-470,611,8,1
1074,527,9,1
-984,1742,9,1
-2395,618,8,2
1047,800,7,1
-2208,226,12,2
2780,503,9,2
-765,570,10,1
555,-2194,7,1
690,2647,7,1
1997,-1187,8,1
808,568,9,1
-2404,730,11,2
31,-448,7,1
-964,-1431,11,1
-1160,-2476,10,2
456,-2740,10,2
-2386,-1718,11,2
1963,1974,8,1
-440,2448,9,2
2363,-361,10,2
1781,1630,12,2
1350,-1711,11,2
-729,1270,9,2
2472,-99,7,1
185,-247,11,2
586,-2342,12,2
2791,-684,10,2
1526,-1787,9,1
1008,2043,9,2
274,2566,8,1
2470,-154,10,2
1313,-2691,12,2
1282,1995,7,1
-994,-1172,10,1
-2345,-314,9,1
880,1254,11,2
-2867,-75,9,2
1445,816,12,2
1764,23,10,1
1552,2422,7,2
-1003,806,7,2
1288,-46,7,1
-2124,1532,9,2
-1758,-1778,12,2
806,2696,9,1
2611,326,10,1
-771,629,11,1
2104,-429,12,2
842,-1411,9,1
1600,1601,7,1
-884,-212,7,2
-1329,-214,7,2
-2057,318,8,1
-644,2550,12,2
2102,744,9,1
2586,-382,11,2
2907,-439,10,1
2596,-1028,12,2
-1967,-748,12,2
-1593,2063,12,2
2959,-4,8,1
2287,-1791,7,1
782,-692,11,1
978,-2763,11,2
-243,-2163,10,1
1623,2431,9,2
-1074,307,11,2
1392,-1978,8,1
-473,1074,9,2
19,2511,9,2
-39,1167,7,1
621,392,9,2
1349,-184,9,1
-2235,1117,10,2
1602,-1406,8,1
-1442,1393,11,1
-353,2138,10,1
923,290,7,1
312,2932,12,2
-1674,-357,9,1
2222,327,11,2
-1115,1973,12,2
2062,-1927,7,2
551,-33,12,2
1515,-1816,9,2
724,-323,9,2
-717,-956,9,1
-582,-2821,12,2
1049,-338,10,1
1408,960,8,2
1601,-2036,9,2
-427,-1045,9,2
-1652,104,8,1
-1077,2170,12,2
303,-3,8,2
2806,572,8,2
-310,-1954,12,2
-636,-2398,12,2
-1088,-833,12,1
-2000,725,7,2
-1185,312,12,2
-1195,679,8,2
-641,589,7,1
-208,-1711,11,2
-511,-650,10,1
19,2511,12,2
-1507,-1896,8,2
-1464,1247,8,1
-1041,-465,11,1
1601,-2036,8,1
-259,-2461,11,2
1726,2156,8,2
690,2647,9,2
-1683,-299,7,1
-2395,618,9,2
1094,1888,9,2
467,-2090,12,2
1074,527,12,2
-440,496,7,1
1723,-1443,12,2
2791,-684,7,2
1076,1777,8,1
-1727,-769,9,1
-1889,782,11,2
2287,-543,7,1
-848,1788,11,2
-1511,994,9,2
601,404,9,2
855,-660,12,1
-2124,1532,11,2
482,-2060,12,2
-861,-1538,12,2
-1734,-1061,9,1
1941,-1194,7,1
1541,-1958,9,1
2763,-522,8,2
921,608,12,2
-24,1203,12,1
1941,-1194,10,1
1526,-1787,11,1
1538,1688,12,2
-328,296,9,1
-1164,-2006,10,1
-1648,828,11,2
630,1508,11,1
1241,170,7,1
2149,2066,7,2
-1077,1403,7,1
-2249,1345,10,1
1668,1999,10,1
2791,-684,12,2
1935,-1522,12,2
-2030,1571,11,2
-2867,-75,12,2
-975,2223,7,1
2414,-579,9,1
-721,453,12,1
589,-2715,12,2
-2152,-1900,10,2
-1889,183,7,1
1934,-1748,8,1
2379,950,10,2
-719,789,10,2
-221,-2105,10,2
-1549,2144,7,1
-1697,888,11,2
-2237,-1160,11,1
-737,399,10,2
1934,-1748,7,1
-1714,-1036,10,1
-2092,-680,8,1
266,407,11,2
-548,2434,10,1
-2410,252,12,2
695,-137,8,1
2596,-1028,7,1
1712,1809,11,2
1883,2066,8,1
1750,2406,9,2
1392,-1978,11,2
-1044,1684,9,2
2042,1662,9,2
1023,-1361,12,1
2120,1831,8,1
638,2001,9,1
621,392,11,2
-2535,1160,10,2
-1815,-1936,12,2
2341,-1754,10,1
1081,1216,11,2
-2249,-1182,10,1
2337,622,7,2
406,-2490,7,2
-2897,441,11,2
-1431,-1228,8,1
1156,-2393,11,2
-2534,20,10,2
-2371,1701,7,1
-114,1472,10,1
-300,2488,9,2
-1736,-2388,9,2
601,404,8,1
-470,-1524,10,2
-1129,389,9,1
-2009,1636,10,2
-1356,-1918,10,2
-221,-2105,12,2
2896,-540,10,2
-1386,-17,12,2
978,1973,11,2
-810,-2763,8,1
-2554,1533,9,2
-2053,155,11,2
-2184,1308,10,2
2511,-458,9,1
2543,1467,12,2
2042,1662,10,2
-1152,2540,8,1
-1329,-214,11,1
-236,105,11,2
-1703,-455,12,1
-1124,-2738,7,2
769,2649,11,2
-1284,2490,7,1
-300,-2226,8,2
-1969,1625,11,2
923,290,10,2
2196,469,8,1
2282,-62,10,2
1076,1777,9,1
1239,698,7,1
786,108,12,2
589,1450,11,1
567,-1558,9,1
1834,-281,7,1
-1284,2490,11,2
-509,-1652,10,1
969,2134,11,2
1274,2328,7,1
1306,365,9,1
2730,-901,8,1
-362,1983,8,2
-166,1250,8,2
1418,1344,11,2
621,-2578,10,2
1238,-178,10,1
-1306,441,11,2
878,-925,8,1
464,2906,9,1
-666,-1708,12,2
-1435,-657,9,1
-526,-1369,9,2
-2009,1636,8,2
-2178,606,7,2
1963,1974,10,2
2586,-382,8,2
2293,-1587,8,2
1848,1756,8,1
2086,-947,9,1
1505,1441,11,2
185,-247,9,2
1522,-599,12,1
-1944,1874,9,2
-1476,1088,9,2
-582,-2821,12,2
-855,-1677,11,2
1094,1888,12,2
551,-33,7,2
1488,652,11,2
-709,2105,9,1
-1734,-1061,10,1
-1673,-1365,11,1
2757,717,11,2
-1737,-1671,8,1
190,1784,11,1
-1969,1625,7,1
724,-323,11,1
-310,-1954,9,1
-676,1222,7,1
-570,-1217,12,1
-1429,444,9,1
-1067,2285,10,2
-714,-124,8,1
-216,1159,10,1
2806,572,11,2
-623,146,7,1
841,622,12,2
-1185,312,10,1
-1944,1874,7,2
690,-2153,11,2
2252,936,12,2
395,2159,10,1
-771,629,9,1
-1025,2382,12,2
809,619,10,1
1008,2043,9,2
1054,1894,11,2
-1996,-1889,8,1
805,-2589,7,1
638,2001,7,1
-1999,365,7,1
124,1685,8,1
-2018,1666,7,2
-2299,-1023,8,1
1282,-409,7,1
74,249,12,2
2447,105,7,2
2471,1543,9,2
-464,1578,11,1
533,-2427,12,2
855,-660,12,1
-328,296,12,2
2667,-1007,9,1
329,978,7,1
-1279,521,11,2
285,-2520,9,2
-500,-1136,10,1
-1032,2657,12,2
-2332,71,8,2
-1148,515,8,2
-615,-2733,9,2
-416,286,8,1
-864,-1327,11,2
266,-1929,7,1
2201,-1599,12,2
2419,35,11,1
-2434,1363,7,2
-2979,346,8,2
-2333,1773,10,2
2392,242,10,2
2472,-99,9,1
-2446,1309,9,1
-995,-1662,7,1
-682,-2177,7,2
-802,-360,10,1
1969,466,8,1
-1329,-214,11,1
563,-751,7,1
-2237,537,10,2
162,2436,10,2
1364,509,10,1
-1234,-1776,10,2
-390,-2189,9,2
2758,719,9,2
-490,652,10,2
1892,86,7,1
-1758,-1778,9,2
-344,-2542,7,1
2404,893,12,2
-268,-1005,9,2
-2057,318,12,2
1819,1537,12,2
-2465,282,9,2
-809,683,9,2
-1258,-1733,11,1
-270,-370,10,1
-369,-2160,8,1
952,868,9,1
162,2436,12,2
1552,2422,8,2
1158,1988,10,2
2796,586,11,2
1288,-46,10,1
-650,870,8,1
-2235,1117,8,2
-2208,226,12,2
1953,-1867,12,2
-1125,2523,10,2
-753,-2628,12,2
-1272,1646,11,2
685,38,11,2
1540,-1303,11,1
1410,2626,12,2
485,1508,7,1
-2053,155,12,2
1969,-1824,9,1
-1160,-1369,12,2
1600,1601,11,2
406,-2490,10,2
1595,2093,10,2
-277,1521,10,1
-353,2138,12,1
-1464,1247,8,2
551,-33,7,2
-2354,527,12,2
-816,-2324,7,2
2898,329,10,2
770,-136,7,1
-1669,-1550,8,1
2149,2066,12,2
-1185,312,10,2
-249,-381,12,2
2779,842,9,1
-1148,515,10,2
2266,758,10,2
343,-709,7,1
-1080,-775,8,1
1987,1323,12,2
533,-2427,9,2
-1306,441,11,2
1371,113,7,1
630,1508,10,1
-319,-1267,9,1
1601,-2036,7,1
-2579,-644,10,1
-577,2728,11,2
100,-2355,12,2
-615,-2733,7,1
-2658,-475,12,2
-64,70,12,2
-2120,530,9,1
824,1085,7,1
-583,-324,11,2
-1137,-2260,11,2
1445,816,8,1
-2238,-590,8,1
0,-34,10,1
-499,1658,8,1
876,1534,12,2
-2087,-596,9,1
-124,2958,8,2
2898,329,9,2
-1093,-2173,10,1
1499,-1927,12,2
1488,652,10,1
544,1119,8,1
-914,-2637,7,1
2332,1516,7,2
-272,-1623,9,1
377,-2797,11,2
-2241,112,11,2
-120,-2152,7,1
-447,268,11,2
689,1504,11,1
-583,-226,8,1
475,2655,11,2
2384,283,8,2
-369,-2160,9,2
1918,-441,8,1
2202,1512,7,2
1316,2465,7,1
-807,-2458,8,1
-192,-1333,9,1
685,38,7,1
752,2270,9,1
-1697,888,9,1
1306,365,8,1
2471,1543,8,2
1418,-3,10,2
-2447,-176,10,1
54,-683,7,1
-1727,-1237,12,1
490,-1635,12,2
-1272,1646,11,2
-110,-2602,9,2
-920,764,7,1
-394,874,8,1
1334,-941,10,1
-1027,1647,9,1
-1648,828,8,1
1959,524,11,2
114,1362,12,2
-1039,-2526,12,2
2777,123,9,2
-834,-2645,10,2
-440,2884,9,2
-1160,-2476,7,1
-169,2968,12,2
1425,-947,7,1
-173,521,12,2
555,-2194,9,2
-60,1708,10,1
714,2207,9,2
469,367,11,2
2767,655,7,1
-254,-1804,11,2
-1889,183,8,1
-864,-1327,7,1
-1970,-1949,10,1
-802,-360,11,1
1441,-2501,7,1
-2845,-904,7,2
658,1412,12,2
288,1096,10,1
403,-1562,9,2
0,-34,8,1
577,-2133,9,2
1098,1577,10,2
-416,286,9,2
-1732,-1445,7,1
2414,-579,7,1
-114,1472,12,1
-809,683,11,2
689,1504,11,1
2767,655,8,1
-1793,583,8,1
-470,611,9,1
-2057,318,9,2
725,-2279,11,2
-1793,583,10,1
2149,2066,7,2
-2782,398,10,2
1292,-2356,11,2
1668,1999,7,1
-2333,1773,11,2
-2404,730,9,2
1079,2137,12,2
-1085,862,11,2
1346,-585,11,1
1803,-1231,7,2
674,2040,8,1
2650,636,8,2
2732,297,12,2
-714,-124,12,2
1425,-947,12,1
-781,-489,11,2
242,-459,10,2
2172,-520,10,2
-1066,-29,11,2
-2897,441,11,2
675,-1852,12,2
116,690,12,2
1011,-1783,9,2
-1152,2540,12,2
-1929,2219,8,2
921,608,12,2
1934,-1748,9,2
-1160,-1369,8,1
561,-1705,8,2
-2006,739,7,2
1821,512,9,2
1238,-178,7,2
567,-1558,11,2
-2235,-1076,9,1
-1104,-640,11,1
966,-735,11,1
-2447,-176,10,2
-1828,-1098,8,1
1158,1421,10,2
-2785,-44,7,2
439,2234,8,1
-120,-2152,10,2
-1041,-465,12,2
-719,789,11,2
905,1119,7,1
35,1218,10,1
1418,-2574,7,1
1204,1863,7,2
1271,-530,10,2
2700,1243,10,2
1469,-628,10,1
-2462,-467,9,1
2441,-296,8,2
-2344,-1478,12,2
2870,-610,10,2
-577,-2172,8,1
-124,2958,11,2
690,2647,8,1
-765,570,9,1
-464,1578,10,1
-721,453,10,2
539,-360,11,1
-934,-2330,10,2
1098,1577,11,2
-1549,2144,12,2
1418,-3,9,1
31,-448,7,1
2258,-526,12,2
-1739,1082,9,2
1788,121,12,2
456,-2740,10,2
920,2175,7,1
1282,-409,8,1
-440,2448,11,2
1803,-1231,7,1
-227,2105,9,1
-1106,137,12,2
-1827,1639,8,2
-1115,1820,11,2
-2249,1345,8,2
745,-1028,8,1
2711,-530,12,2
-1245,1417,12,2
-352,-2051,10,1
-2299,-1023,7,1
-1962,448,9,1
-838,1140,9,1
-1571,-2100,7,2
-555,1808,10,2
377,-2797,12,2
-1828,-1098,12,2
-219,-1185,7,1
-492,2439,7,1
-607,2713,10,2
1423,1045,8,1
85,2271,10,2
-1209,-1095,12,1
-1793,583,11,1
-824,-1835,10,2
-259,-2461,8,2
1441,-2501,7,1
273,-1002,10,2
-1819,-1370,7,1
876,-1610,10,2
-1238,81,10,1
-2404,730,7,2
-2622,-995,7,2
475,2655,9,1
531,-98,10,2
276,602,11,1
2730,-901,8,2
1069,-656,10,1
1827,-722,9,1
-2115,133,8,2
-2790,-445,9,1
-526,-1369,8,2
1864,849,8,2
2089,-1752,9,2
2417,-1134,11,1
151,958,10,1
-1815,-1936,7,1
-954,-2383,12,2
885,-2451,12,2
-431,574,7,1
-2116,1016,9,2
730,-364,9,1
2414,-579,10,1
-1329,-214,7,1
-718,-2432,11,2
-2782,398,10,2
-227,2105,7,1
-1298,2124,12,2
-254,-1804,8,1
2732,297,8,2
-1758,-1778,9,1
1969,-1824,12,2
2422,473,12,2
-2434,1363,11,2
-729,1270,7,1
-1067,2285,11,2
-1412,-138,10,1
-644,2550,12,2
343,-709,9,1
-112,2036,7,1
-66,-1051,10,1
-629,-313,7,1
2149,2066,8,1
-2124,1532,9,1
900,2291,11,2
151,958,7,1
-2400,1404,8,1
1271,-530,12,1
2305,-1780,12,2
2038,1866,11,2
2161,1987,11,2
752,2270,7,1
-788,2045,8,1
274,2566,9,2
-781,-489,10,1
-1857,-2161,11,2
-500,-1136,12,2
2416,-1380,10,2
2669,1075,8,1
-843,1100,11,2
619,1519,9,1
-1935,1557,10,2
-427,-1045,7,1
-124,2958,12,2
1953,-1867,11,2
-1735,398,7,1
1028,-2394,8,1
13,2556,10,1
1313,-2691,12,2
1469,-628,9,1
956,-994,10,1
-385,-171,12,2
-367,1956,9,1
-1178,-1366,11,1
-1238,1778,11,2
-1955,2097,11,2
1624,2267,11,2
1892,86,8,2
2548,-1575,12,2
166,-673,12,2
-1208,-1560,12,2
11,-2059,11,2
-970,-1846,11,2
1418,-3,7,2
2911,-343,12,2
-1007,569,7,1
745,-1028,10,2
-1066,-29,8,1
2265,511,9,1
1139,1931,12,2
1127,-1186,11,1
-2830,-340,12,2
114,1362,9,1
-2404,730,8,2
-2609,-1047,9,1
743,-2875,7,2
113,-723,12,2
-1531,-524,10,1
-1876,-907,8,1
221,1140,10,1
14,579,7,1
-861,-1538,7,1
-2410,252,11,1
2767,655,9,1
-2345,-314,12,2
-832,2334,12,1
-2057,318,10,1
372,2682,11,2
-828,727,8,1
-671,845,7,1
298,2965,7,2
-834,-2055,7,1
-1969,1625,12,2
1079,2137,11,2
1716,516,12,2
-1561,-1942,7,1
-2102,-1748,12,2
-1041,-751,10,1
-1160,-2476,12,2
-770,1099,8,1
-2642,-1366,12,2
-1510,-1943,12,2
-1163,-2114,9,2
-828,727,9,1
-458,782,11,1
2200,1028,10,2
-2743,-294,12,2
1158,1421,8,1
684,1683,9,1
-2152,-1900,10,2
1011,-1783,10,1
-121,662,9,2
-259,-2461,9,2
1595,2093,10,1
2406,-1418,7,1
133,2076,8,1
1021,-2160,7,2
2674,256,7,2
-1080,-775,10,1
59,588,9,1
1618,1747,11,2
-150,345,8,2
672,-35,7,1
-2115,1740,7,2
1795,570,9,1
1015,-2136,8,1
409,1966,8,1
1112,63,11,2
403,-1562,10,1
1226,-1979,8,1
-235,1617,11,1
619,1519,9,1
1098,1577,10,2
2363,-361,9,1
2117,-1644,10,2
1524,342,7,1
-740,-1446,9,1
-1982,839,8,2
162,2436,9,1
1697,313,8,2
-1903,-834,8,2
716,39,12,2
1468,-594,10,1
2371,-281,11,2
-1431,-1228,8,1
2614,1312,10,2
2764,-1115,11,2
1375,-1964,7,2
-1537,1158,11,2
626,-565,7,1
-716,692,11,1
-607,2713,11,2
749,-2698,10,2
-344,-2542,10,2
-27,-481,7,1
2480,976,9,1
-1065,-2158,8,1
434,2385,8,2
40,1542,9,1
9,1460,7,1
-2027,-1946,12,2
-1857,-980,8,1
1392,-288,9,1
-614,516,12,2
1953,-1867,11,2
-2394,703,7,2
1023,-1361,10,1
-386,-1020,9,1
-834,-2055,12,2
1803,-1231,8,1
2956,477,12,2
1601,-2131,11,2
523,699,9,2
921,608,9,2
19,2511,7,1
561,-1705,8,2
-209,-1490,9,2
-1734,-1061,8,1
-2363,-436,12,2
-1354,-1863,10,1
